equipment_type,model,site_id,season,region,month,rental_days,previous_rental_count,avg_engine_hours,avg_idle_hours,utilization_rate,target_expected_demand
Wheel Loader,950 GC,SITE_039,PostMonsoon,West,7,19,12,4.31,2.35,0.6472,38.0
Excavator,320 GC,SITE_040,Winter,North,12,78,9,8.7,1.77,0.8305,35.0
Backhoe Loader,420,SITE_039,Winter,East,5,14,26,8.45,1.15,0.88,36.0
Motor Grader,140,SITE_049,PostMonsoon,South,2,24,3,8.66,3.4,0.7179,27.0
Articulated Truck,745,SITE_020,Summer,West,12,21,42,10.59,3.01,0.779,49.0
Compact Track Loader,259D3,SITE_010,Monsoon,North,11,83,11,7.52,1.42,0.8414,24.0
Bulldozer,D6,SITE_002,Summer,East,3,22,31,4.99,1.04,0.8283,45.0
Wheel Loader,950 GC,SITE_043,Summer,North,10,68,32,7.27,3.45,0.678,48.0
Excavator,336,SITE_036,PostMonsoon,West,7,79,39,9.52,2.34,0.8028,61.0
Excavator,336,SITE_032,PostMonsoon,North,12,50,16,9.32,1.3,0.8778,53.0
Excavator,320 GC,SITE_024,PostMonsoon,East,8,34,38,8.52,1.13,0.8825,55.0
Excavator,320 GC,SITE_001,PostMonsoon,South,3,35,11,8.52,2.91,0.7454,42.0
Excavator,320 GC,SITE_049,Monsoon,South,5,14,35,9.89,2.74,0.7831,41.0
Bulldozer,D8,SITE_001,PostMonsoon,South,1,56,6,5.6,3.93,0.5874,36.0
Backhoe Loader,420,SITE_027,Monsoon,East,11,70,28,5.12,1.07,0.8271,31.0
Bulldozer,D6,SITE_030,Monsoon,West,10,43,43,6.62,2.42,0.7322,40.0
Compact Track Loader,259D3,SITE_049,Summer,West,11,53,18,6.7,2.02,0.7682,33.0
Wheel Loader,966,SITE_005,Summer,West,1,19,35,5.18,1.74,0.7484,55.0
Excavator,336,SITE_032,Summer,North,10,52,45,5.65,3.49,0.6178,68.0
Wheel Loader,966,SITE_001,Winter,North,8,19,48,9.72,1.62,0.857,55.0
Excavator,336,SITE_040,Monsoon,West,8,25,38,9.12,1.44,0.8633,50.0
Bulldozer,D6,SITE_017,Summer,South,6,25,28,10.37,3.17,0.766,47.0
Bulldozer,D6,SITE_011,PostMonsoon,South,5,87,21,7.27,1.1,0.8682,41.0
Bulldozer,D8,SITE_017,PostMonsoon,North,10,54,45,7.38,3.59,0.6728,51.0
Bulldozer,D8,SITE_011,Summer,East,8,29,16,8.24,3.76,0.6869,48.0
Wheel Loader,950 GC,SITE_050,Summer,North,5,84,28,6.85,3.48,0.6631,47.0
Wheel Loader,950 GC,SITE_048,PostMonsoon,West,8,51,18,8.48,1.9,0.8173,45.0
Articulated Truck,745,SITE_019,PostMonsoon,East,3,65,6,7.57,2.88,0.7245,36.0
Wheel Loader,950 GC,SITE_010,Monsoon,South,5,86,13,9.63,1.84,0.8399,30.0
Articulated Truck,745,SITE_030,Summer,East,3,25,9,10.96,1.27,0.8962,39.0
Bulldozer,D6,SITE_013,Winter,South,5,66,10,9.36,3.54,0.7258,28.0
Excavator,336,SITE_040,PostMonsoon,West,2,52,15,6.85,2.22,0.7552,52.0
Wheel Loader,950 GC,SITE_014,Winter,West,2,51,20,7.66,1.9,0.8013,37.0
Articulated Truck,745,SITE_017,PostMonsoon,East,10,22,39,4.35,1.22,0.7812,42.0
Excavator,336,SITE_039,PostMonsoon,South,7,84,28,4.15,2.75,0.6017,54.0
Motor Grader,140,SITE_001,Summer,West,5,19,22,5.5,2.25,0.7099,36.0
Motor Grader,140,SITE_023,Winter,East,10,16,37,8.37,1.22,0.8733,41.0
Excavator,336,SITE_014,Monsoon,South,4,59,25,6.03,2.69,0.6915,40.0
Excavator,336,SITE_018,Winter,East,11,82,16,4.72,1.57,0.7507,49.0
Backhoe Loader,420,SITE_018,Winter,East,6,87,24,8.08,2.4,0.771,33.0
Compact Track Loader,259D3,SITE_001,PostMonsoon,North,9,33,35,6.19,3.37,0.6478,37.0
Wheel Loader,950 GC,SITE_013,PostMonsoon,West,6,62,13,8.73,1.35,0.8662,40.0
Compact Track Loader,259D3,SITE_010,PostMonsoon,North,5,27,44,8.66,3.9,0.6897,40.0
Excavator,320 GC,SITE_004,PostMonsoon,West,9,27,21,9.47,2.93,0.7636,47.0
Motor Grader,140,SITE_028,Winter,West,3,53,49,5.46,2.11,0.7217,42.0
Compact Track Loader,259D3,SITE_007,Summer,West,2,19,37,9.95,1.64,0.8588,41.0
Articulated Truck,745,SITE_022,Summer,South,7,51,46,6.07,1.41,0.8114,55.0
Motor Grader,140,SITE_036,Monsoon,North,12,76,45,4.37,3.05,0.589,41.0
Bulldozer,D6,SITE_043,PostMonsoon,West,9,55,11,7.81,1.3,0.8573,35.0
Backhoe Loader,420,SITE_046,Summer,West,6,30,3,4.14,1.37,0.7507,27.0
Bulldozer,D8,SITE_017,Winter,East,4,30,30,7.25,3.89,0.6507,38.0
Backhoe Loader,420,SITE_038,Summer,South,7,34,17,9.41,2.56,0.7859,33.0
Bulldozer,D8,SITE_007,Winter,South,5,31,34,9.17,1.67,0.846,47.0
Compact Track Loader,259D3,SITE_012,Winter,South,11,83,8,10.15,3.03,0.7704,27.0
Motor Grader,140,SITE_025,Winter,South,6,65,5,10.3,3.13,0.7669,26.0
Excavator,336,SITE_034,Winter,West,12,50,27,8.08,3.97,0.6704,49.0
Wheel Loader,966,SITE_050,PostMonsoon,North,12,28,42,5.43,3.18,0.6311,52.0
Motor Grader,140,SITE_042,Summer,East,9,16,46,5.93,3.94,0.6007,48.0
Excavator,320 GC,SITE_049,PostMonsoon,South,6,60,48,4.42,3.07,0.5904,56.0
Backhoe Loader,420,SITE_049,Monsoon,West,4,58,42,7.13,1.4,0.8357,36.0
Backhoe Loader,420,SITE_021,Monsoon,West,6,44,23,9.33,2.64,0.7793,29.0
Wheel Loader,950 GC,SITE_030,Monsoon,West,8,50,46,4.35,3.53,0.552,40.0
Bulldozer,D8,SITE_041,Winter,South,3,54,27,7.66,1.66,0.8221,44.0
Bulldozer,D6,SITE_025,Monsoon,North,7,61,39,8.36,3.94,0.6794,39.0
Excavator,336,SITE_017,PostMonsoon,North,5,86,3,10.77,2.18,0.8318,47.0
Backhoe Loader,420,SITE_008,Monsoon,South,4,71,44,8.67,1.49,0.8535,40.0
Bulldozer,D8,SITE_044,Summer,West,10,42,38,6.64,2.66,0.7143,55.0
Bulldozer,D6,SITE_024,Monsoon,South,8,72,9,9.66,1.76,0.8457,26.0
Backhoe Loader,420,SITE_036,Summer,East,8,33,35,10.95,1.13,0.9061,39.0
Motor Grader,140,SITE_049,PostMonsoon,South,4,41,36,10.66,2.73,0.796,45.0
Wheel Loader,966,SITE_029,Winter,West,11,88,5,9.93,3.71,0.7282,34.0
Backhoe Loader,420,SITE_045,Winter,South,7,16,12,9.26,1.69,0.846,25.0
Wheel Loader,966,SITE_005,Winter,North,8,57,22,7.62,3.28,0.6992,43.0
Wheel Loader,950 GC,SITE_045,Winter,North,7,77,27,10.25,2.26,0.8194,40.0
Excavator,336,SITE_045,Summer,South,9,25,49,9.99,1.62,0.8603,73.0
Compact Track Loader,259D3,SITE_027,Winter,East,3,43,2,6.87,3.43,0.6667,20.0
Excavator,336,SITE_029,Winter,South,10,10,4,7.61,2.39,0.761,43.0
Bulldozer,D6,SITE_023,Summer,West,5,68,42,4.0,2.25,0.64,48.0
Backhoe Loader,420,SITE_040,PostMonsoon,North,6,67,21,5.61,1.0,0.8482,35.0
Wheel Loader,966,SITE_028,Winter,East,3,42,48,6.91,3.28,0.6784,54.0
Bulldozer,D6,SITE_025,Winter,North,3,84,49,10.31,3.42,0.751,47.0
Motor Grader,140,SITE_016,Winter,East,5,60,22,5.05,2.14,0.702,35.0
Excavator,336,SITE_009,Summer,North,10,23,5,10.64,2.9,0.7861,51.0
Bulldozer,D6,SITE_037,Monsoon,West,1,69,26,5.2,3.92,0.5706,29.0
Motor Grader,140,SITE_006,Summer,North,7,45,18,4.22,1.16,0.7849,36.0
Compact Track Loader,259D3,SITE_013,Monsoon,East,4,58,4,4.83,3.29,0.5946,17.0
Excavator,320 GC,SITE_017,PostMonsoon,East,4,38,33,9.14,2.15,0.8094,56.0
Wheel Loader,950 GC,SITE_043,Winter,North,8,84,34,10.79,2.31,0.8235,45.0
Wheel Loader,950 GC,SITE_006,Summer,West,1,46,20,7.01,1.93,0.7844,43.0
Bulldozer,D8,SITE_040,Summer,South,3,25,13,5.59,3.64,0.6056,45.0
Motor Grader,140,SITE_002,Winter,East,3,63,38,4.5,1.94,0.6987,40.0
Motor Grader,140,SITE_003,Monsoon,South,7,89,19,5.73,1.49,0.7939,26.0
Excavator,320 GC,SITE_006,Summer,West,9,34,15,8.24,1.74,0.8255,47.0
Excavator,320 GC,SITE_050,Winter,West,3,75,3,5.44,2.14,0.7172,32.0
Motor Grader,140,SITE_019,Winter,East,8,26,30,6.28,3.82,0.6214,35.0
Compact Track Loader,259D3,SITE_008,Monsoon,East,10,23,3,10.79,1.34,0.8896,24.0
Backhoe Loader,420,SITE_020,Summer,West,11,55,13,4.52,2.82,0.616,29.0
Excavator,336,SITE_025,PostMonsoon,South,2,30,11,8.83,1.43,0.8604,49.0
Bulldozer,D8,SITE_020,PostMonsoon,West,6,26,45,7.21,1.28,0.8495,57.0
Excavator,336,SITE_030,Summer,East,6,73,7,5.76,3.03,0.6553,53.0
Compact Track Loader,259D3,SITE_036,PostMonsoon,South,2,35,5,10.63,1.32,0.8897,30.0
Backhoe Loader,420,SITE_015,PostMonsoon,East,3,54,22,5.42,2.76,0.6623,35.0
Excavator,320 GC,SITE_049,Summer,South,7,55,10,7.15,3.87,0.6487,46.0
Wheel Loader,966,SITE_009,Summer,East,10,38,33,5.5,2.99,0.6476,58.0
Excavator,336,SITE_035,Winter,North,5,31,29,10.03,3.45,0.744,51.0
Compact Track Loader,259D3,SITE_027,Monsoon,North,8,23,44,8.46,1.73,0.8306,35.0
Excavator,320 GC,SITE_023,PostMonsoon,South,4,53,34,5.5,1.81,0.7522,52.0
Excavator,336,SITE_040,PostMonsoon,West,2,73,34,8.71,1.24,0.8751,62.0
Articulated Truck,745,SITE_046,PostMonsoon,East,6,71,28,7.65,1.21,0.8639,43.0
Backhoe Loader,420,SITE_017,Summer,West,6,45,29,10.41,3.58,0.7441,40.0
Bulldozer,D8,SITE_040,Winter,East,12,43,16,4.45,3.47,0.5615,36.0
Bulldozer,D8,SITE_011,Monsoon,West,4,13,44,7.44,3.78,0.663,44.0
Bulldozer,D8,SITE_050,Summer,West,6,44,22,5.12,1.21,0.8088,49.0
Backhoe Loader,420,SITE_028,Summer,East,7,73,46,9.79,2.34,0.8071,45.0
Backhoe Loader,420,SITE_023,Summer,West,10,58,25,9.53,1.92,0.832,39.0
Motor Grader,140,SITE_032,Summer,South,10,55,43,5.9,1.7,0.7768,48.0
Bulldozer,D8,SITE_045,PostMonsoon,North,6,47,6,8.74,3.51,0.7132,39.0
Motor Grader,140,SITE_016,PostMonsoon,East,9,79,30,7.21,2.23,0.7636,38.0
Motor Grader,140,SITE_045,Summer,North,8,72,38,9.13,2.54,0.782,48.0
Bulldozer,D8,SITE_033,Monsoon,West,11,38,43,10.17,1.36,0.8817,47.0
Excavator,336,SITE_009,Monsoon,South,11,84,40,4.4,2.17,0.6696,51.0
Wheel Loader,950 GC,SITE_015,Monsoon,South,8,78,44,7.9,2.25,0.7785,45.0
Backhoe Loader,420,SITE_040,PostMonsoon,East,1,35,35,6.88,3.61,0.6559,33.0
Excavator,336,SITE_029,Winter,North,1,70,30,7.07,3.94,0.6422,48.0
Backhoe Loader,420,SITE_049,PostMonsoon,North,10,55,40,6.93,1.05,0.868,42.0
Excavator,320 GC,SITE_043,Summer,North,3,85,30,8.4,3.07,0.7326,53.0
Excavator,320 GC,SITE_029,Summer,East,9,57,42,7.72,2.53,0.7531,61.0
Wheel Loader,950 GC,SITE_002,Summer,West,3,17,47,6.71,3.41,0.6632,54.0
Articulated Truck,745,SITE_022,Monsoon,South,9,42,16,4.47,2.94,0.6026,27.0
Excavator,336,SITE_002,Summer,West,6,85,21,10.98,2.68,0.804,56.0
Bulldozer,D8,SITE_014,Winter,South,11,61,5,7.25,3.17,0.6959,32.0
Backhoe Loader,420,SITE_031,PostMonsoon,South,11,36,44,9.82,3.53,0.7357,45.0
Excavator,336,SITE_015,Winter,West,4,14,10,8.09,3.35,0.7073,40.0
Motor Grader,140,SITE_032,Monsoon,South,1,89,45,9.2,1.51,0.859,39.0
Backhoe Loader,420,SITE_017,Winter,North,3,27,27,10.22,2.74,0.7889,33.0
Bulldozer,D8,SITE_042,Winter,East,11,60,17,5.42,1.94,0.7361,37.0
Backhoe Loader,420,SITE_044,PostMonsoon,North,1,8,13,7.11,2.35,0.7513,29.0
Excavator,320 GC,SITE_038,Summer,North,3,44,4,8.45,1.97,0.8107,42.0
Backhoe Loader,420,SITE_046,Summer,North,4,13,23,4.44,3.33,0.5715,33.0
Wheel Loader,966,SITE_032,PostMonsoon,North,6,82,34,7.03,1.09,0.8653,53.0
Bulldozer,D6,SITE_046,Monsoon,South,6,62,47,10.22,1.98,0.8379,44.0
Motor Grader,140,SITE_040,Summer,East,2,8,9,5.74,2.73,0.6778,33.0
Backhoe Loader,420,SITE_003,Summer,North,3,21,17,6.88,1.39,0.8319,36.0
Wheel Loader,966,SITE_011,PostMonsoon,West,3,60,12,4.1,1.24,0.7675,42.0
Motor Grader,140,SITE_015,Winter,North,10,9,17,6.9,2.21,0.7578,33.0
Wheel Loader,950 GC,SITE_025,Winter,West,3,49,3,8.95,2.17,0.8051,32.0
Articulated Truck,745,SITE_011,Monsoon,East,7,34,6,8.43,2.41,0.7779,21.0
Bulldozer,D6,SITE_012,Monsoon,South,6,48,21,10.58,2.51,0.8081,34.0
Articulated Truck,745,SITE_023,PostMonsoon,West,12,11,24,8.84,3.09,0.7408,38.0
Compact Track Loader,259D3,SITE_010,Monsoon,North,1,70,8,8.2,1.54,0.842,21.0
Excavator,320 GC,SITE_029,Monsoon,East,2,26,49,4.17,1.51,0.7338,50.0
Articulated Truck,745,SITE_020,Monsoon,East,3,34,27,6.81,1.46,0.8234,30.0
Wheel Loader,966,SITE_026,PostMonsoon,South,12,46,44,4.36,1.1,0.7994,59.0
Articulated Truck,745,SITE_026,Monsoon,West,4,61,17,8.83,2.79,0.76,29.0
Articulated Truck,745,SITE_048,PostMonsoon,West,7,79,36,5.4,1.65,0.7662,44.0
Excavator,320 GC,SITE_047,PostMonsoon,North,9,14,16,9.93,1.19,0.8932,45.0
Motor Grader,140,SITE_012,Summer,West,10,35,20,7.86,3.37,0.7001,36.0
Motor Grader,140,SITE_044,Monsoon,East,11,26,39,10.6,1.22,0.8964,40.0
Bulldozer,D6,SITE_040,Winter,South,12,62,24,9.59,1.98,0.8289,33.0
Articulated Truck,745,SITE_029,Monsoon,South,12,16,40,6.56,2.06,0.7609,39.0
Bulldozer,D6,SITE_038,Monsoon,South,8,50,49,5.22,3.63,0.5901,44.0
Excavator,320 GC,SITE_031,PostMonsoon,East,9,61,43,5.97,2.09,0.7407,54.0
Excavator,336,SITE_012,Winter,West,10,21,16,7.77,3.52,0.6881,43.0
Excavator,320 GC,SITE_032,Summer,South,4,88,14,9.19,2.48,0.7877,50.0
Motor Grader,140,SITE_035,Winter,East,7,45,5,6.91,2.54,0.7312,25.0
Articulated Truck,745,SITE_013,Summer,West,1,12,20,9.15,2.54,0.7829,39.0
Motor Grader,140,SITE_008,Summer,West,11,69,39,9.98,1.5,0.8697,48.0
Wheel Loader,950 GC,SITE_028,PostMonsoon,West,6,86,23,8.23,2.73,0.7509,39.0
Bulldozer,D8,SITE_014,Winter,North,10,9,13,7.9,3.54,0.6908,38.0
Bulldozer,D6,SITE_025,PostMonsoon,West,5,28,5,4.0,3.61,0.5258,33.0
Excavator,320 GC,SITE_036,Summer,West,1,30,9,10.45,1.12,0.9031,49.0
Articulated Truck,745,SITE_008,PostMonsoon,East,11,19,40,4.05,3.32,0.5494,45.0
Bulldozer,D8,SITE_018,PostMonsoon,West,7,19,33,6.63,3.12,0.6797,53.0
Excavator,336,SITE_013,PostMonsoon,West,5,61,18,7.57,2.85,0.7269,53.0
Bulldozer,D6,SITE_023,Winter,South,1,63,10,9.87,1.48,0.8695,34.0
Wheel Loader,950 GC,SITE_011,Monsoon,South,9,38,16,7.26,3.32,0.6862,31.0
Articulated Truck,745,SITE_042,Monsoon,North,11,49,32,9.41,1.71,0.8462,36.0
Bulldozer,D6,SITE_021,Winter,North,8,12,23,4.46,1.06,0.8085,37.0
Compact Track Loader,259D3,SITE_049,PostMonsoon,North,11,55,22,10.73,3.0,0.7813,36.0
Wheel Loader,950 GC,SITE_039,Winter,North,1,12,20,5.35,1.89,0.7391,40.0
Wheel Loader,966,SITE_004,Monsoon,East,1,49,37,10.74,1.03,0.9124,48.0
Excavator,320 GC,SITE_041,Winter,North,12,89,36,5.0,1.94,0.7203,47.0
Articulated Truck,745,SITE_024,Winter,East,4,44,45,5.15,1.72,0.7498,44.0
Articulated Truck,745,SITE_012,PostMonsoon,South,7,20,46,7.13,2.5,0.74,47.0
Backhoe Loader,420,SITE_009,Monsoon,South,8,16,20,10.33,3.45,0.7495,23.0
Backhoe Loader,420,SITE_027,Winter,West,3,82,42,8.64,2.23,0.7947,41.0
Wheel Loader,966,SITE_012,PostMonsoon,South,7,54,49,5.9,1.57,0.7897,59.0
Wheel Loader,950 GC,SITE_021,Summer,South,1,68,34,4.82,3.05,0.6127,50.0
Articulated Truck,745,SITE_005,Monsoon,West,11,53,24,8.61,3.79,0.6941,33.0
Wheel Loader,950 GC,SITE_022,Winter,North,3,46,11,6.29,1.03,0.859,36.0
Bulldozer,D6,SITE_045,Summer,North,5,62,46,8.1,1.68,0.8282,54.0
Excavator,336,SITE_001,Winter,South,3,36,12,7.73,1.31,0.855,45.0
Bulldozer,D8,SITE_028,Monsoon,East,9,64,22,5.68,1.43,0.7986,33.0
Wheel Loader,966,SITE_025,Winter,West,7,28,41,10.93,2.72,0.8005,51.0
Backhoe Loader,420,SITE_021,PostMonsoon,West,6,44,36,6.46,2.09,0.7556,38.0
Excavator,320 GC,SITE_017,Monsoon,East,1,44,18,6.51,3.74,0.6351,31.0
Articulated Truck,745,SITE_015,Monsoon,West,11,19,32,6.12,3.8,0.6172,34.0
Bulldozer,D8,SITE_005,Monsoon,East,1,29,26,8.21,3.81,0.683,34.0
Excavator,336,SITE_018,Winter,West,9,20,15,4.48,2.25,0.6653,43.0
Motor Grader,140,SITE_015,PostMonsoon,North,11,41,18,8.54,1.69,0.8344,36.0
Articulated Truck,745,SITE_024,Summer,West,1,77,44,10.74,2.33,0.8215,50.0
Wheel Loader,966,SITE_013,Monsoon,East,5,85,48,6.02,2.67,0.6927,46.0
Excavator,336,SITE_031,PostMonsoon,East,8,30,16,9.12,3.87,0.7019,51.0
Excavator,336,SITE_008,PostMonsoon,South,12,63,17,6.82,3.26,0.6769,56.0
Motor Grader,140,SITE_034,PostMonsoon,East,7,75,31,7.78,3.53,0.6877,40.0
Wheel Loader,966,SITE_029,PostMonsoon,East,10,24,16,7.39,2.54,0.744,47.0
Articulated Truck,745,SITE_003,Monsoon,North,11,23,33,10.76,2.19,0.8312,32.0
Compact Track Loader,259D3,SITE_019,Summer,South,6,76,36,10.63,2.2,0.8284,39.0
Backhoe Loader,420,SITE_003,Summer,South,12,20,34,7.02,1.91,0.7857,42.0
Compact Track Loader,259D3,SITE_023,Monsoon,North,5,53,24,6.92,1.48,0.8238,28.0
Compact Track Loader,259D3,SITE_010,Monsoon,East,9,64,31,4.7,1.05,0.8175,29.0
Wheel Loader,950 GC,SITE_048,Monsoon,East,3,81,12,9.81,3.84,0.7185,27.0
Excavator,336,SITE_012,Summer,East,2,60,12,6.94,1.03,0.8709,54.0
Wheel Loader,950 GC,SITE_026,Winter,East,9,53,48,4.28,2.77,0.6076,48.0
Excavator,336,SITE_026,PostMonsoon,North,11,85,9,10.33,2.12,0.8294,50.0
Articulated Truck,745,SITE_012,Summer,East,11,23,18,5.58,3.45,0.6179,33.0
Bulldozer,D6,SITE_030,PostMonsoon,South,10,77,46,10.09,3.28,0.7549,49.0
Wheel Loader,950 GC,SITE_015,Winter,North,4,25,14,8.0,3.42,0.7009,33.0
Wheel Loader,966,SITE_025,Monsoon,North,4,8,23,4.88,1.51,0.7632,38.0
Bulldozer,D8,SITE_036,Monsoon,West,3,40,14,5.73,3.93,0.5931,28.0
Wheel Loader,966,SITE_009,PostMonsoon,North,3,44,7,10.13,3.37,0.7502,40.0
Wheel Loader,966,SITE_009,Winter,South,2,88,6,5.09,3.21,0.6132,37.0
Excavator,336,SITE_013,Monsoon,West,10,13,5,10.84,3.38,0.7622,32.0
Wheel Loader,950 GC,SITE_021,Summer,North,3,59,33,8.34,2.23,0.7887,46.0
Excavator,320 GC,SITE_032,Winter,South,7,37,44,5.95,1.39,0.811,49.0
Bulldozer,D6,SITE_004,PostMonsoon,East,2,18,32,7.3,2.48,0.7466,46.0
Bulldozer,D6,SITE_042,PostMonsoon,East,10,30,5,4.72,1.38,0.774,32.0
Articulated Truck,745,SITE_050,PostMonsoon,North,3,18,4,8.74,2.78,0.7584,34.0
Bulldozer,D8,SITE_030,Winter,East,12,31,33,5.58,3.08,0.6447,46.0
Articulated Truck,745,SITE_033,Summer,South,9,48,48,4.42,1.39,0.7604,53.0
Compact Track Loader,259D3,SITE_016,Monsoon,South,10,72,13,6.32,2.4,0.7252,24.0
Compact Track Loader,259D3,SITE_010,Winter,West,2,54,21,7.38,3.33,0.6889,31.0
Bulldozer,D8,SITE_027,Monsoon,North,9,84,3,4.35,3.67,0.5425,27.0
Wheel Loader,966,SITE_039,Winter,West,10,84,38,8.21,2.02,0.8022,49.0
Articulated Truck,745,SITE_006,Winter,West,4,28,15,9.49,3.98,0.7044,33.0
Articulated Truck,745,SITE_025,Winter,West,4,26,19,8.07,1.76,0.8209,33.0
Bulldozer,D6,SITE_004,Summer,South,3,84,40,4.11,3.19,0.5635,48.0
Excavator,320 GC,SITE_045,PostMonsoon,East,7,52,33,9.69,3.77,0.7198,51.0
Bulldozer,D6,SITE_045,PostMonsoon,South,7,84,16,10.24,1.04,0.9077,33.0
Wheel Loader,950 GC,SITE_017,Winter,North,6,68,24,9.71,3.68,0.7249,41.0
Bulldozer,D8,SITE_002,Summer,West,12,78,2,6.2,1.29,0.8279,42.0
Motor Grader,140,SITE_047,Monsoon,South,11,35,27,4.46,3.67,0.5484,25.0
Bulldozer,D6,SITE_047,Summer,West,2,35,21,8.78,1.95,0.8185,42.0
Wheel Loader,950 GC,SITE_033,PostMonsoon,South,3,75,28,4.84,2.72,0.6402,46.0
Wheel Loader,950 GC,SITE_019,Monsoon,North,11,19,14,4.18,1.85,0.6928,28.0
Wheel Loader,966,SITE_047,Summer,West,6,49,20,5.58,2.65,0.6778,46.0
Motor Grader,140,SITE_043,Summer,South,9,26,20,9.83,3.93,0.7145,37.0
Motor Grader,140,SITE_014,PostMonsoon,East,10,33,12,4.29,2.49,0.6324,29.0
Bulldozer,D8,SITE_049,Monsoon,South,1,78,48,6.55,2.92,0.6916,47.0
Wheel Loader,966,SITE_025,Winter,East,6,18,44,10.59,2.59,0.8036,52.0
Compact Track Loader,259D3,SITE_004,PostMonsoon,South,1,13,47,6.15,2.11,0.7446,43.0
Compact Track Loader,259D3,SITE_023,Summer,North,2,34,44,10.79,2.13,0.8349,44.0
Wheel Loader,966,SITE_014,Monsoon,North,12,23,4,7.16,2.06,0.7763,29.0
Articulated Truck,745,SITE_025,PostMonsoon,East,10,53,39,7.19,2.24,0.762,44.0
Excavator,320 GC,SITE_041,Monsoon,East,9,13,49,8.07,2.2,0.7855,48.0
Wheel Loader,966,SITE_033,Summer,South,5,66,35,4.27,2.86,0.5987,53.0
Motor Grader,140,SITE_030,Monsoon,West,3,14,25,9.62,2.62,0.7859,32.0
Compact Track Loader,259D3,SITE_018,Winter,South,3,53,32,8.17,1.24,0.8681,37.0
Bulldozer,D8,SITE_011,Monsoon,South,12,42,19,6.15,1.59,0.795,35.0
Excavator,320 GC,SITE_026,PostMonsoon,East,6,76,45,4.28,2.22,0.6589,61.0
Bulldozer,D6,SITE_030,Summer,East,1,80,38,9.5,2.85,0.769,50.0
Motor Grader,140,SITE_009,Monsoon,West,12,35,34,7.97,2.05,0.795,34.0
Bulldozer,D8,SITE_018,PostMonsoon,North,11,88,45,9.26,3.72,0.7137,55.0
Backhoe Loader,420,SITE_011,Winter,North,2,74,35,9.6,2.66,0.7827,37.0
Compact Track Loader,259D3,SITE_021,PostMonsoon,North,7,34,33,5.54,2.88,0.6583,38.0
Compact Track Loader,259D3,SITE_045,Monsoon,South,5,75,43,5.98,3.51,0.6302,30.0
Motor Grader,140,SITE_029,PostMonsoon,North,3,89,11,5.42,2.16,0.7149,33.0
Bulldozer,D8,SITE_012,PostMonsoon,East,3,73,9,5.89,1.58,0.7883,41.0
Wheel Loader,950 GC,SITE_045,Winter,North,3,15,15,10.72,1.15,0.9034,37.0
Motor Grader,140,SITE_038,Monsoon,West,6,30,38,7.16,1.99,0.7824,33.0
Excavator,320 GC,SITE_025,Monsoon,South,9,87,27,9.3,3.04,0.7535,42.0
Wheel Loader,966,SITE_023,PostMonsoon,East,5,49,26,5.0,2.15,0.6996,48.0
Compact Track Loader,259D3,SITE_028,PostMonsoon,South,11,38,48,6.9,2.96,0.6997,43.0
Excavator,320 GC,SITE_004,Monsoon,West,2,73,27,8.2,3.19,0.7201,36.0
Bulldozer,D6,SITE_025,Winter,East,2,88,3,8.11,1.34,0.8585,26.0
Excavator,336,SITE_047,Summer,North,11,25,36,6.27,3.06,0.672,68.0
Motor Grader,140,SITE_022,PostMonsoon,South,6,25,19,9.67,1.82,0.8418,35.0
Excavator,320 GC,SITE_019,Winter,North,4,55,38,8.84,1.42,0.8617,52.0
Motor Grader,140,SITE_022,Winter,South,3,66,46,4.93,1.48,0.7696,38.0
Motor Grader,140,SITE_022,Summer,East,8,31,42,5.46,2.07,0.7254,45.0
Motor Grader,140,SITE_032,Monsoon,West,11,24,24,5.71,2.97,0.6579,33.0
Motor Grader,140,SITE_023,PostMonsoon,West,12,88,25,9.2,1.08,0.8953,41.0
Wheel Loader,966,SITE_027,Monsoon,North,9,63,32,5.37,2.54,0.6789,39.0
Excavator,320 GC,SITE_023,Winter,West,6,23,29,7.6,1.86,0.8029,45.0
Compact Track Loader,259D3,SITE_038,Monsoon,West,11,20,3,10.59,1.52,0.8743,20.0
Wheel Loader,950 GC,SITE_033,Winter,North,2,70,25,7.65,3.69,0.6746,39.0
Compact Track Loader,259D3,SITE_016,Monsoon,West,3,29,20,8.28,1.89,0.8144,29.0
Compact Track Loader,259D3,SITE_001,Monsoon,North,1,40,17,5.39,1.74,0.7559,26.0
Bulldozer,D8,SITE_021,Monsoon,East,9,54,44,4.61,1.52,0.7528,40.0
Compact Track Loader,259D3,SITE_018,Winter,South,4,79,32,4.1,2.95,0.5815,34.0
Wheel Loader,966,SITE_017,Winter,North,3,58,6,7.21,2.69,0.728,37.0
Excavator,336,SITE_047,Monsoon,West,4,48,46,9.04,1.86,0.8292,52.0
Bulldozer,D6,SITE_011,PostMonsoon,West,10,19,37,7.5,3.02,0.7126,46.0
Backhoe Loader,420,SITE_009,Winter,North,2,62,24,8.34,3.41,0.7098,31.0
Backhoe Loader,420,SITE_005,PostMonsoon,North,9,37,21,6.75,1.39,0.8291,33.0
Excavator,336,SITE_025,Summer,East,7,76,4,6.19,2.28,0.7305,53.0
Wheel Loader,950 GC,SITE_022,PostMonsoon,South,3,68,17,9.68,3.48,0.7359,42.0
Compact Track Loader,259D3,SITE_044,PostMonsoon,North,7,20,20,10.69,2.13,0.8339,32.0
