equipment_type,model,equipment_age,engine_hours_per_day,idle_hours_per_day,fuel_level,engine_temperature,battery_voltage,days_since_last_service,fault_code_count,total_operating_hours,target_maintenance_probability,target_days_until_service,target_confidence
Bulldozer,D6,6,11.47,2.13,58.72,82.36,12.74,126,1,7798.35,0.24,68.7,0.8373
Motor Grader,140,7,4.92,1.97,40.21,94.48,13.22,141,6,9169.45,0.4566,49.5,0.9819
Articulated Truck,745,10,4.06,3.25,47.08,108.12,13.39,243,4,8511.21,0.7048,26.6,0.8807
Excavator,320 GC,7,3.37,4.71,71.1,95.19,14.35,197,0,7530.37,0.3183,62.0,0.8996
Wheel Loader,950 GC,5,4.66,4.43,89.34,93.94,13.59,97,0,10552.96,0.1688,74.4,0.8039
Wheel Loader,950 GC,3,12.26,5.35,51.97,74.27,12.66,236,1,10870.4,0.3142,61.3,0.8979
Compact Track Loader,259D3,8,13.62,0.87,68.35,74.22,12.63,49,5,5484.93,0.3231,59.9,0.8813
Motor Grader,140,4,7.57,4.48,69.11,93.26,11.53,239,1,8109.37,0.3369,59.4,0.9021
Excavator,336,8,8.58,0.87,78.99,99.51,13.85,299,7,6457.09,0.7646,19.9,0.8552
Motor Grader,140,9,6.16,2.65,24.28,79.75,13.32,281,7,9404.48,0.7168,25.7,0.8815
Backhoe Loader,420,10,6.98,4.42,44.76,89.66,12.06,241,2,10407.41,0.4891,47.0,0.99
Backhoe Loader,420,2,3.6,2.94,50.57,100.75,12.79,66,5,6632.39,0.3792,57.8,0.9348
Excavator,320 GC,5,10.34,1.7,63.58,79.94,13.49,211,3,5807.51,0.436,52.0,0.9575
Bulldozer,D6,6,2.4,5.34,31.91,88.72,11.62,182,7,4214.81,0.5397,42.4,0.9733
Articulated Truck,745,6,3.13,4.61,83.14,103.21,14.4,31,3,10885.58,0.3547,56.3,0.9021
Wheel Loader,950 GC,4,12.7,5.17,46.54,72.41,11.74,295,5,665.39,0.5585,40.7,0.9782
Wheel Loader,966,7,12.05,3.91,60.71,90.74,14.09,142,2,7180.93,0.3635,56.5,0.9046
Wheel Loader,950 GC,7,13.14,5.61,40.77,87.83,12.13,55,4,11782.86,0.2906,65.5,0.8799
Wheel Loader,966,6,9.12,0.79,50.93,92.24,13.53,214,7,11329.46,0.5872,35.2,0.9588
Compact Track Loader,259D3,6,5.3,1.36,67.23,89.98,12.04,218,1,8179.25,0.3884,54.5,0.9365
Wheel Loader,966,2,11.35,3.85,72.97,97.14,13.91,226,5,6663.25,0.447,49.3,0.9706
Bulldozer,D8,2,13.06,3.71,63.36,92.65,11.66,12,4,5368.35,0.166,75.4,0.792
Wheel Loader,966,7,12.59,4.12,29.01,97.89,14.16,159,4,9700.84,0.4398,49.5,0.9726
Compact Track Loader,259D3,8,13.29,4.77,21.51,82.43,12.81,272,0,8197.05,0.4495,49.1,0.9763
Excavator,336,2,6.99,1.42,52.75,83.66,14.33,56,6,2193.67,0.3141,62.5,0.8972
Articulated Truck,745,8,3.56,1.91,41.98,102.22,11.69,105,1,9803.77,0.3192,60.7,0.8823
Articulated Truck,745,8,2.99,3.16,37.22,98.9,13.91,196,5,9476.39,0.5336,40.3,0.9782
Backhoe Loader,420,9,10.58,2.05,42.74,77.72,12.54,22,2,11905.39,0.2339,67.3,0.8462
Motor Grader,140,7,8.75,4.71,94.64,72.47,13.07,212,0,6164.54,0.3598,57.5,0.9254
Excavator,336,7,10.38,2.79,56.25,109.1,14.17,233,5,7028.86,0.6805,28.2,0.9186
Bulldozer,D8,4,13.64,5.63,76.74,90.38,11.89,124,3,2400.98,0.3066,64.2,0.8924
Bulldozer,D8,8,8.71,2.54,80.71,89.58,14.32,260,2,4381.02,0.4744,48.1,0.99
Bulldozer,D6,4,10.07,1.71,29.64,98.22,12.25,17,4,10512.69,0.2628,68.2,0.8513
Excavator,320 GC,1,6.21,1.02,53.75,99.62,11.62,178,7,2886.72,0.5381,42.0,0.9753
Motor Grader,140,5,7.6,4.68,23.9,86.62,12.79,290,6,11254.48,0.6551,29.7,0.9272
Bulldozer,D6,7,9.76,1.75,70.3,86.05,13.82,57,6,7702.71,0.3734,57.5,0.9195
Compact Track Loader,259D3,6,13.96,4.88,77.84,78.47,12.51,144,0,9393.88,0.2475,68.5,0.836
Wheel Loader,950 GC,11,8.82,4.08,28.97,88.69,14.07,60,5,4707.69,0.4043,55.3,0.9344
Wheel Loader,950 GC,6,3.05,2.06,47.67,80.78,12.5,67,7,11231.86,0.4296,49.1,0.946
Excavator,336,6,13.37,5.37,76.52,90.32,12.34,62,4,618.27,0.3203,62.7,0.9025
Motor Grader,140,3,5.74,2.37,17.1,85.28,12.28,214,7,10097.58,0.5625,39.1,0.9658
Articulated Truck,745,7,13.62,2.96,55.14,89.4,12.91,77,1,7946.44,0.1919,71.5,0.8095
Articulated Truck,745,5,3.38,5.68,80.58,95.87,14.09,48,1,8746.89,0.157,77.3,0.7862
Motor Grader,140,1,7.28,4.51,94.62,90.11,14.09,120,5,2493.45,0.3602,56.0,0.9158
Backhoe Loader,420,10,3.65,4.54,66.9,89.51,12.67,74,0,1020.37,0.1931,72.9,0.8165
Wheel Loader,950 GC,8,6.79,2.3,10.97,96.8,13.9,9,1,7133.86,0.1875,71.6,0.8115
Bulldozer,D8,5,2.81,3.77,76.5,82.97,13.48,112,3,10540.75,0.3192,62.5,0.8759
Backhoe Loader,420,9,2.38,4.8,31.61,76.33,11.85,80,0,5766.18,0.2134,71.6,0.8147
Excavator,320 GC,9,8.93,2.48,84.12,96.62,12.93,212,7,2320.49,0.6402,31.4,0.9187
Bulldozer,D8,3,4.65,2.6,82.76,106.71,12.65,245,6,3987.79,0.6596,30.9,0.9087
Compact Track Loader,259D3,2,2.39,3.12,46.7,76.84,13.47,150,3,6965.17,0.3056,62.7,0.8738
Wheel Loader,950 GC,11,2.53,4.31,68.34,78.94,13.54,126,7,1038.04,0.5429,40.2,0.9557
Motor Grader,140,11,13.55,2.94,77.5,87.95,13.11,243,5,2590.46,0.6148,34.2,0.9302
Excavator,336,3,4.78,3.26,75.83,110.74,12.16,268,6,11244.5,0.722,25.4,0.8737
Compact Track Loader,259D3,3,3.1,2.23,13.87,95.43,12.69,102,2,10776.34,0.2409,67.8,0.8161
Articulated Truck,745,10,8.17,2.2,61.57,91.76,11.62,110,2,8697.73,0.3287,58.8,0.9092
Excavator,320 GC,9,4.53,5.21,83.84,85.22,11.9,154,7,7622.45,0.5844,37.0,0.926
Compact Track Loader,259D3,9,4.17,3.93,30.04,81.22,13.14,34,0,2342.59,0.1248,78.3,0.7628
Compact Track Loader,259D3,10,12.78,0.96,45.38,75.01,11.55,120,7,2374.72,0.52,42.4,0.982
Excavator,320 GC,3,6.71,0.66,62.49,72.34,13.86,243,7,8523.74,0.5814,39.1,0.9315
Bulldozer,D8,2,2.74,3.44,60.95,104.54,11.9,67,7,1571.76,0.4379,50.1,0.9557
Wheel Loader,966,5,3.05,0.99,27.39,73.52,13.38,105,5,3717.08,0.3512,60.2,0.8982
Wheel Loader,966,5,10.73,3.16,72.44,88.58,12.15,25,7,3908.51,0.3562,59.2,0.9053
Excavator,336,6,3.51,1.44,84.46,99.55,12.51,38,4,3334.98,0.3403,57.5,0.8932
Compact Track Loader,259D3,7,3.33,4.06,88.76,95.72,11.92,292,3,1714.3,0.5504,39.9,0.9614
Wheel Loader,966,2,2.36,2.94,55.42,75.52,12.01,163,7,9259.27,0.4791,50.3,0.9886
Bulldozer,D6,2,7.21,2.96,65.69,91.96,13.0,20,5,770.62,0.2024,71.0,0.827
Excavator,320 GC,1,7.91,1.57,68.69,95.43,13.87,110,7,6383.84,0.4562,48.7,0.9709
Excavator,336,11,13.57,1.24,23.66,108.69,14.33,148,1,7116.63,0.4514,48.6,0.9635
Backhoe Loader,420,8,5.89,4.14,68.7,79.53,13.45,241,5,1903.09,0.5831,36.5,0.9536
Excavator,336,10,9.13,2.76,21.37,82.84,13.37,230,7,820.3,0.6344,35.8,0.9065
Excavator,336,9,13.58,0.78,90.13,99.31,13.19,284,4,1298.03,0.6407,32.6,0.9076
Excavator,336,10,6.88,1.29,74.32,90.8,13.08,221,7,8278.15,0.6527,31.5,0.8996
Wheel Loader,966,5,9.6,3.76,11.46,93.86,12.47,91,5,1964.75,0.3419,59.5,0.9027
Excavator,320 GC,9,7.53,3.24,38.64,98.83,13.43,260,2,3936.0,0.5408,38.5,0.9888
Bulldozer,D8,2,9.29,2.64,31.63,84.85,12.44,100,2,10041.81,0.2212,70.0,0.836
Bulldozer,D8,10,2.79,5.4,51.74,91.6,12.93,133,0,6123.91,0.2856,65.9,0.8615
Wheel Loader,950 GC,5,8.94,4.31,73.06,94.6,14.12,279,5,1563.76,0.6039,36.7,0.9486
Compact Track Loader,259D3,6,5.69,3.21,81.69,78.98,12.18,204,1,6520.98,0.3309,58.6,0.9077
Articulated Truck,745,3,11.99,5.87,52.67,84.0,11.64,46,2,11224.26,0.1511,73.8,0.7924
Bulldozer,D8,4,5.69,3.88,90.81,106.3,13.25,267,2,10938.96,0.5355,43.5,0.9792
Bulldozer,D6,8,13.09,5.86,84.99,81.09,14.4,264,2,11202.39,0.4969,43.5,0.99
Bulldozer,D8,9,5.01,1.16,62.61,111.08,12.63,58,4,4402.01,0.4659,48.1,0.9589
Articulated Truck,745,9,6.98,2.63,69.37,95.26,13.44,91,0,11315.8,0.2076,71.9,0.8258
Compact Track Loader,259D3,10,7.73,3.81,62.36,84.04,12.51,5,3,5005.04,0.2535,66.1,0.8737
Compact Track Loader,259D3,3,3.4,1.9,36.59,87.9,13.54,36,5,2206.14,0.2908,65.4,0.8762
Wheel Loader,966,5,2.97,5.67,77.96,89.6,13.99,162,5,5983.65,0.4609,49.2,0.9695
Motor Grader,140,1,5.88,5.93,39.31,83.82,13.31,156,5,5899.46,0.4,54.6,0.9351
Motor Grader,140,9,12.49,0.57,30.4,89.01,12.55,262,3,777.27,0.5271,40.5,0.9874
Backhoe Loader,420,11,11.92,3.73,41.78,95.99,13.16,176,6,7761.78,0.5823,38.3,0.9641
Motor Grader,140,11,13.5,3.48,64.46,78.61,13.38,269,1,2625.64,0.4917,44.8,0.99
Backhoe Loader,420,11,10.0,0.94,49.77,76.9,12.05,33,6,7377.1,0.4328,52.6,0.9563
Wheel Loader,950 GC,3,6.59,5.12,23.08,87.17,11.69,49,7,7099.46,0.3774,56.3,0.9319
Compact Track Loader,259D3,7,3.18,0.74,26.67,88.24,13.44,5,1,11378.67,0.1322,77.4,0.7875
Compact Track Loader,259D3,2,4.04,1.2,21.1,87.56,12.24,283,2,8443.35,0.4496,47.7,0.9812
Compact Track Loader,259D3,8,9.84,3.69,12.0,101.66,11.62,10,7,11576.33,0.4262,51.6,0.9455
Bulldozer,D6,9,2.61,3.9,28.7,89.63,11.84,179,6,9488.77,0.5865,35.7,0.958
Motor Grader,140,5,10.25,5.79,75.72,86.7,13.39,218,6,691.77,0.5503,41.3,0.9646
Excavator,320 GC,3,8.26,0.87,26.31,100.72,14.17,131,2,5785.91,0.3432,61.4,0.8993
Wheel Loader,950 GC,8,3.9,5.72,89.16,99.21,14.47,69,5,4587.55,0.4122,52.6,0.968
Motor Grader,140,11,6.2,1.84,69.03,77.96,12.45,92,2,10016.24,0.3162,59.0,0.8902
Compact Track Loader,259D3,5,8.81,4.88,76.15,90.3,12.96,152,4,10987.54,0.3877,55.4,0.9289
Excavator,336,9,5.83,2.79,91.72,89.28,11.77,79,5,1703.77,0.3963,52.8,0.9289
Articulated Truck,745,3,12.76,1.58,12.03,107.85,13.23,230,4,9816.85,0.6119,37.3,0.9285
Wheel Loader,950 GC,9,8.87,1.49,34.19,77.96,12.24,38,0,6884.04,0.1257,81.5,0.7682
Motor Grader,140,10,11.27,4.43,62.11,72.44,12.58,19,3,7967.86,0.2637,67.9,0.8642
Wheel Loader,966,1,2.24,1.35,89.76,85.76,13.19,150,6,8309.27,0.393,56.1,0.9392
Bulldozer,D6,11,4.65,1.26,87.32,87.0,13.52,78,3,9217.46,0.3365,58.5,0.9127
Articulated Truck,745,7,9.44,4.92,17.54,93.58,12.62,201,6,2240.77,0.5381,40.2,0.9764
Backhoe Loader,420,7,8.05,2.22,48.47,91.36,13.74,218,2,578.37,0.4265,52.8,0.9564
Articulated Truck,745,9,6.44,4.63,90.73,107.38,12.05,104,6,794.05,0.5858,37.4,0.9566
Excavator,336,4,7.83,3.5,93.36,108.14,13.86,40,0,10985.91,0.2161,70.0,0.8282
Articulated Truck,745,11,8.13,1.16,38.09,106.07,14.08,82,2,11452.45,0.4427,48.3,0.973
Wheel Loader,966,6,12.3,1.22,73.45,94.26,13.53,200,2,10540.0,0.3951,54.1,0.9552
Bulldozer,D8,7,6.6,1.43,85.28,98.47,12.07,169,0,4040.55,0.3484,58.5,0.9075
Excavator,320 GC,8,3.67,3.87,37.57,81.78,11.71,31,6,10418.71,0.3745,57.4,0.9143
Compact Track Loader,259D3,2,11.31,2.66,22.53,72.32,13.13,5,1,4745.07,0.041,84.4,0.6974
Motor Grader,140,9,3.66,5.91,32.5,74.2,13.49,60,5,5274.18,0.3889,57.1,0.9295
Wheel Loader,950 GC,5,11.84,4.07,47.71,85.74,12.27,134,3,6398.06,0.3493,56.1,0.9095
Wheel Loader,966,3,2.66,1.62,47.68,78.59,11.5,104,5,10204.61,0.3468,57.7,0.9133
Bulldozer,D8,11,2.81,4.48,93.59,94.92,11.86,264,4,4511.57,0.6241,31.6,0.9197
Wheel Loader,966,6,3.3,1.78,77.52,80.24,13.37,22,5,4424.31,0.2947,66.3,0.8708
Backhoe Loader,420,1,12.34,5.26,10.89,95.34,12.88,75,7,4188.33,0.3319,60.8,0.9025
Excavator,320 GC,4,12.36,1.97,58.12,97.76,12.48,188,2,710.16,0.3769,56.3,0.915
Motor Grader,140,3,7.14,0.84,30.15,82.9,12.82,216,5,6169.01,0.4626,47.9,0.967
Motor Grader,140,9,12.13,5.54,74.61,80.51,12.48,295,1,2686.48,0.473,47.7,0.99
Bulldozer,D6,1,13.47,1.86,87.37,77.06,14.06,172,1,6385.48,0.2474,68.1,0.8385
Wheel Loader,966,7,9.11,4.36,27.48,85.42,13.99,154,7,5228.85,0.5093,43.0,0.99
Backhoe Loader,420,6,11.52,1.71,26.74,100.52,12.13,48,2,4551.76,0.2724,65.3,0.8675
Excavator,320 GC,7,9.44,3.13,53.03,95.04,13.39,38,0,11287.74,0.1212,80.9,0.7776
Motor Grader,140,9,6.02,2.23,67.21,82.68,11.95,230,5,9865.42,0.549,40.1,0.9645
Backhoe Loader,420,3,9.71,3.81,72.65,82.88,13.97,213,7,5893.97,0.5343,41.1,0.9844
Wheel Loader,966,2,12.6,2.39,71.55,72.76,13.57,207,1,8840.8,0.29,63.5,0.8761
Articulated Truck,745,1,3.08,5.51,10.54,96.52,11.87,141,3,11149.68,0.2765,66.1,0.8578
Bulldozer,D6,2,12.61,3.55,58.11,77.86,12.0,105,4,4270.14,0.324,59.9,0.8982
Wheel Loader,966,8,9.17,5.34,14.46,79.71,12.9,251,2,1501.76,0.4651,51.1,0.9778
Excavator,320 GC,2,11.95,1.55,92.55,88.61,12.4,80,0,4090.21,0.1356,78.8,0.786
Wheel Loader,966,8,12.14,2.67,14.61,84.06,13.52,204,4,5838.35,0.5143,43.1,0.99
Motor Grader,140,9,4.63,1.12,63.68,86.54,11.58,216,6,1720.44,0.5422,42.3,0.987
Excavator,320 GC,10,8.3,4.39,32.7,85.4,11.87,70,1,11738.76,0.2533,68.3,0.8401
Excavator,336,4,12.28,5.66,54.31,103.03,14.07,82,7,4058.25,0.489,47.1,0.9801
Excavator,336,4,11.79,3.79,45.43,96.2,14.06,266,3,10500.97,0.4846,46.5,0.9893
Bulldozer,D6,11,5.29,5.05,76.59,95.67,11.86,97,5,2935.08,0.443,49.8,0.977
Articulated Truck,745,3,5.68,1.96,72.66,87.79,11.78,38,0,9948.88,0.0856,82.5,0.7496
Wheel Loader,950 GC,1,8.77,3.8,24.96,83.39,13.35,136,1,8867.76,0.2102,71.3,0.8134
Wheel Loader,950 GC,11,9.48,3.81,54.08,87.86,12.5,232,1,9851.2,0.4533,50.5,0.9646
Backhoe Loader,420,6,11.0,4.93,22.32,74.09,14.18,139,0,4270.67,0.1956,71.9,0.8338
Articulated Truck,745,3,3.02,5.85,56.62,100.43,12.21,293,2,9504.5,0.5158,43.2,0.99
Backhoe Loader,420,11,5.06,5.05,44.02,101.44,12.9,283,1,5126.53,0.5314,40.3,0.9849
Excavator,320 GC,5,5.01,1.05,45.39,90.5,14.08,250,1,4322.91,0.4267,50.6,0.9528
Bulldozer,D6,10,6.85,5.96,88.17,88.94,13.05,17,7,6447.91,0.4165,53.8,0.9407
Bulldozer,D8,1,3.15,2.81,20.2,87.16,13.14,186,4,4149.97,0.3666,57.1,0.9048
Backhoe Loader,420,10,11.02,5.48,76.91,87.98,14.08,262,6,8355.81,0.6581,31.8,0.9073
Compact Track Loader,259D3,5,8.45,1.56,74.73,80.15,12.45,147,1,5977.71,0.2513,65.9,0.8676
Wheel Loader,950 GC,4,11.08,3.11,30.32,90.5,11.62,225,4,5888.41,0.4547,48.6,0.9792
Wheel Loader,966,8,8.78,0.62,13.1,85.37,13.95,224,0,6691.18,0.3474,58.4,0.916
Articulated Truck,745,3,3.6,5.64,77.63,110.24,13.53,82,2,11289.08,0.3423,57.4,0.9156
Wheel Loader,950 GC,10,2.39,1.8,37.93,83.97,12.23,14,3,11477.37,0.2692,64.3,0.8444
Excavator,336,4,9.55,4.02,86.55,104.23,13.13,125,6,3650.87,0.5071,48.2,0.99
Backhoe Loader,420,4,5.6,3.11,25.12,82.64,12.7,178,1,8251.44,0.2843,65.4,0.8544
Motor Grader,140,2,13.21,1.22,81.77,87.24,13.75,52,2,6416.63,0.1585,77.5,0.8007
Wheel Loader,966,4,11.08,4.29,87.73,101.9,12.78,80,6,849.78,0.3943,55.5,0.9404
Backhoe Loader,420,7,3.9,0.84,84.04,81.34,12.71,149,1,10153.71,0.3227,63.3,0.8942
Wheel Loader,966,4,13.68,1.61,10.86,74.26,12.63,198,4,582.13,0.4047,50.6,0.9378
Motor Grader,140,5,7.4,1.9,41.67,93.17,13.06,197,3,11556.27,0.4304,52.2,0.965
Wheel Loader,950 GC,4,8.74,1.12,64.86,89.05,13.88,296,1,3385.04,0.4302,52.6,0.9583
Motor Grader,140,10,7.85,5.7,15.15,99.93,11.65,186,0,11527.03,0.3962,52.7,0.9278
Excavator,320 GC,1,9.05,5.01,45.3,85.43,13.69,241,5,1234.86,0.4618,48.3,0.988
Motor Grader,140,6,6.02,3.64,91.86,72.19,13.93,215,7,1550.25,0.5819,37.7,0.9475
Wheel Loader,966,3,10.8,5.97,35.88,88.15,13.1,40,7,2445.36,0.3138,65.5,0.8879
Compact Track Loader,259D3,4,8.53,4.32,56.37,101.71,13.33,21,5,9379.75,0.3212,59.4,0.8842
Articulated Truck,745,3,8.92,2.38,82.9,89.15,12.17,133,1,3499.77,0.192,68.4,0.8211
Excavator,336,11,3.67,3.63,88.12,99.49,13.65,42,2,5036.51,0.2988,63.9,0.8718
Wheel Loader,966,7,13.6,2.94,38.89,87.78,13.56,283,7,8969.44,0.6552,28.7,0.8946
Compact Track Loader,259D3,10,5.85,1.56,37.85,101.25,12.73,78,6,7130.27,0.5267,44.1,0.9762
Motor Grader,140,2,2.77,3.78,76.56,78.33,14.02,82,5,10203.85,0.3122,59.7,0.8853
Bulldozer,D8,6,13.44,0.9,27.92,92.43,13.36,8,1,3831.87,0.1069,79.4,0.7807
Wheel Loader,950 GC,5,6.69,5.87,95.92,96.0,12.22,172,7,4144.4,0.5213,43.1,0.9697
Articulated Truck,745,4,10.96,0.57,68.0,87.49,12.2,262,0,9443.75,0.3433,58.3,0.9043
Motor Grader,140,3,5.53,2.95,75.43,92.79,14.46,185,4,7511.34,0.425,52.4,0.9706
Wheel Loader,950 GC,3,5.13,3.35,75.0,77.22,13.14,120,1,5613.22,0.214,70.1,0.8325
Wheel Loader,966,9,2.63,2.95,59.86,80.94,12.87,95,5,9422.59,0.407,54.3,0.951
Compact Track Loader,259D3,1,12.01,3.68,68.18,85.75,13.09,278,5,1480.59,0.5243,44.5,0.975
Excavator,336,7,3.96,1.07,23.1,108.31,13.08,173,7,1727.19,0.6669,31.3,0.9035
Wheel Loader,966,8,9.72,2.24,65.94,78.6,12.83,51,4,2035.64,0.3329,59.4,0.8993
Wheel Loader,950 GC,9,13.19,5.22,25.35,85.1,12.89,68,4,11202.73,0.3514,59.5,0.916
Bulldozer,D8,2,2.78,5.02,68.17,101.42,11.89,163,3,11798.55,0.3894,56.2,0.9325
Excavator,336,10,2.66,2.85,52.21,109.86,13.42,80,3,6541.16,0.4717,47.0,0.9608
Backhoe Loader,420,5,9.95,4.43,34.13,81.47,11.88,127,7,957.67,0.4932,46.0,0.99
Motor Grader,140,11,2.92,4.19,83.91,79.34,12.76,178,0,10586.89,0.3645,57.7,0.9029
Bulldozer,D8,5,5.05,3.97,12.25,103.62,13.04,35,1,4437.54,0.2095,71.3,0.8305
Wheel Loader,966,4,4.27,2.71,95.3,83.9,11.87,106,3,1759.15,0.3161,58.9,0.8931
Articulated Truck,745,10,7.29,1.93,85.46,103.47,13.56,46,6,8428.3,0.508,42.6,0.99
Excavator,320 GC,7,9.54,1.51,19.51,96.39,13.24,57,1,1314.1,0.1896,74.5,0.8193
Bulldozer,D8,5,7.97,5.73,36.99,82.58,12.8,121,3,11470.27,0.3288,59.5,0.8903
Backhoe Loader,420,1,2.18,5.57,97.85,78.67,12.12,63,0,3413.86,0.0996,81.3,0.769
Excavator,336,11,11.99,3.21,92.05,109.84,12.0,79,1,11815.21,0.4124,54.8,0.953
Excavator,320 GC,5,13.37,1.63,65.23,78.69,13.14,121,3,2687.62,0.3091,58.2,0.9035
Wheel Loader,950 GC,6,6.03,3.66,56.33,87.4,11.82,26,7,7899.43,0.3581,59.4,0.9198
Bulldozer,D6,4,10.19,3.96,33.95,73.17,12.87,192,6,2116.81,0.5405,38.6,0.9669
Excavator,336,4,2.08,3.07,71.71,88.79,11.9,6,2,3071.55,0.1377,78.1,0.7765
Motor Grader,140,3,8.88,1.04,50.43,100.21,14.36,141,0,3407.63,0.1954,72.2,0.8149
Compact Track Loader,259D3,2,10.65,1.91,74.74,72.84,12.63,86,1,2180.11,0.1521,77.3,0.7805
Backhoe Loader,420,6,2.2,5.5,34.27,96.59,14.5,200,6,8122.89,0.5836,39.7,0.95
Bulldozer,D8,5,13.73,5.8,24.74,90.98,11.8,208,4,9883.49,0.4402,50.1,0.9523
Motor Grader,140,3,11.85,2.05,16.31,73.7,11.86,51,1,3302.64,0.1709,74.4,0.7832
Backhoe Loader,420,10,10.78,1.46,42.51,91.12,11.71,59,2,11956.58,0.2957,63.2,0.8912
Backhoe Loader,420,1,12.64,2.76,64.39,90.9,12.75,89,3,1575.93,0.2225,68.9,0.8268
Articulated Truck,745,2,3.95,5.78,86.64,107.91,12.72,211,7,2154.58,0.6394,35.9,0.914
Motor Grader,140,9,3.75,5.33,34.23,101.47,12.65,16,7,3222.29,0.4585,50.4,0.9794
Backhoe Loader,420,5,5.1,5.27,70.23,85.44,12.96,246,4,7708.23,0.4592,44.4,0.9836
Excavator,336,6,2.01,3.77,74.74,100.56,11.75,190,5,10064.83,0.5424,39.6,0.9445
Wheel Loader,950 GC,6,12.78,3.01,23.45,99.9,12.88,187,2,1084.23,0.4405,50.2,0.9614
Backhoe Loader,420,8,12.26,2.47,66.8,93.45,12.79,137,2,3322.73,0.3161,62.9,0.897
Excavator,336,9,5.97,1.87,98.92,93.68,13.7,178,4,3248.47,0.4571,46.5,0.9616
Motor Grader,140,2,10.16,5.04,23.19,76.79,13.87,285,7,1015.9,0.5951,34.2,0.9526
Compact Track Loader,259D3,6,11.24,4.96,46.03,100.41,12.72,48,3,1427.7,0.3218,62.7,0.8817
Motor Grader,140,2,4.41,4.93,86.51,80.67,14.36,103,2,2223.96,0.2074,74.9,0.8363
Bulldozer,D6,3,13.52,0.75,22.88,72.42,13.2,231,1,8158.39,0.3038,65.8,0.8744
Excavator,336,9,8.04,4.71,53.68,86.48,13.44,265,4,2949.91,0.5716,37.4,0.959
Wheel Loader,950 GC,5,9.02,1.96,12.82,75.58,13.37,73,7,8952.8,0.4114,54.6,0.9571
Wheel Loader,966,10,12.27,1.05,18.16,79.88,14.12,141,7,8779.96,0.563,39.7,0.9541
Excavator,336,4,3.16,2.01,38.81,104.89,13.91,150,6,5305.67,0.5288,42.2,0.99
Excavator,320 GC,1,11.78,5.65,56.22,100.51,13.11,280,5,10254.34,0.5787,33.0,0.9446
Motor Grader,140,1,11.98,2.72,40.0,86.76,13.22,223,5,9630.48,0.4184,52.1,0.9484
Bulldozer,D6,11,5.66,1.43,51.46,81.21,11.61,276,2,6757.25,0.5265,39.5,0.99
Excavator,320 GC,5,13.59,2.58,33.24,79.3,12.87,157,1,1381.16,0.2597,67.7,0.8374
Motor Grader,140,1,13.34,5.54,62.51,85.88,13.95,186,6,4554.09,0.4527,47.9,0.9832
Backhoe Loader,420,1,8.23,1.79,21.12,75.71,13.25,29,2,11117.79,0.0872,82.7,0.7624
Articulated Truck,745,4,10.74,3.4,28.19,85.3,12.65,271,6,10450.89,0.6168,36.8,0.9368
Wheel Loader,950 GC,11,6.51,4.66,58.57,74.32,11.55,275,3,5220.74,0.5746,39.2,0.9537
Articulated Truck,745,2,3.3,5.32,80.48,87.04,13.04,122,1,7688.55,0.2329,69.2,0.8459
Wheel Loader,950 GC,5,10.7,3.28,71.2,78.09,13.74,19,2,8154.98,0.176,74.1,0.7915
Wheel Loader,950 GC,5,9.79,2.16,51.4,80.38,12.61,99,1,10683.93,0.2107,68.3,0.8343
Motor Grader,140,1,7.99,1.11,45.06,79.23,11.55,266,2,2174.73,0.4177,54.5,0.9421
Excavator,320 GC,2,12.11,1.65,16.53,93.1,12.71,166,2,7977.93,0.3032,61.5,0.8697
Excavator,336,8,10.18,5.39,72.33,89.31,14.29,290,7,4715.34,0.6803,28.2,0.8983
Motor Grader,140,7,3.27,3.96,20.92,101.58,13.84,116,0,7153.49,0.3072,62.5,0.8929
Backhoe Loader,420,10,12.12,4.04,68.57,98.0,14.18,193,6,1590.77,0.6385,33.0,0.9228
Backhoe Loader,420,9,10.64,0.97,51.74,77.22,12.51,108,1,5103.79,0.3043,65.8,0.8915
Bulldozer,D6,11,12.04,1.69,20.84,97.55,11.97,109,1,10189.19,0.3354,59.8,0.8983
Excavator,336,9,9.97,2.99,85.2,110.85,13.83,250,3,7478.12,0.6633,30.5,0.9138
Wheel Loader,950 GC,11,2.75,2.61,50.0,76.25,11.81,268,0,1479.15,0.4714,46.3,0.99
Articulated Truck,745,2,5.74,4.81,49.84,96.56,13.83,42,7,5595.96,0.3279,58.3,0.883
Excavator,320 GC,1,8.29,4.19,34.25,80.33,14.3,209,4,4117.49,0.4113,52.1,0.9375
Wheel Loader,966,9,7.12,2.93,70.18,81.46,13.55,181,0,11757.57,0.3512,56.2,0.9036
Bulldozer,D6,10,3.13,1.19,47.3,94.87,14.2,272,7,1710.02,0.7273,26.7,0.8685
Motor Grader,140,6,6.97,4.34,34.14,101.98,12.03,11,7,2211.3,0.4294,50.9,0.9725
Backhoe Loader,420,8,13.46,5.56,38.01,78.27,14.05,149,1,5902.75,0.3569,56.0,0.9038
Excavator,320 GC,4,12.99,3.88,27.34,90.19,13.53,157,4,8758.17,0.3744,57.2,0.9257
Backhoe Loader,420,11,3.27,1.46,72.12,91.37,14.18,71,5,9040.31,0.4178,49.9,0.949
Excavator,320 GC,1,13.89,2.03,54.84,81.89,12.82,68,2,9657.29,0.1506,77.2,0.7913
